Date,Branch,Customer type,Gender,Product line,Unit price,Quantity,Payment,Rating,Sales
11/09/24,Manhattan,Member,Male,Fashion & Accs,14.57,8,Ewallet,4,116.56
11/09/24,Brooklyn,Non-member,Male,Food & Beverages,12.14,8,Credit card,9,97.12
11/09/24,Manhattan,Non-member,Male,Electronics,80.91,10,Credit card,6,809.1
11/09/24,Brooklyn,Member,Female,Food & Beverages,11.26,6,Cash,8,67.56
11/09/24,Brooklyn,Non-member,Male,Food & Beverages,4.26,9,Ewallet,6,38.34
11/09/24,Queens,Non-member,Female,Home & Lifestyle,46.82,4,Cash,8,187.28
11/09/24,Brooklyn,Non-member,Female,Food & Beverages,13.85,6,Credit card,5,83.1
11/09/24,Queens,Member,Female,Home & Lifestyle,49.03,9,Cash,5,441.27
11/09/24,Brooklyn,Member,Female,Sports & Travel,61.62,1,Ewallet,4,61.62
11/09/24,Manhattan,Non-member,Male,Food & Beverages,3.81,5,Credit card,9,19.05
11/09/24,Brooklyn,Non-member,Female,Food & Beverages,8.69,6,Cash,7,52.14
11/09/24,Queens,Member,Female,Sports & Travel,58.51,7,Ewallet,5,409.57
11/09/24,Manhattan,Non-member,Male,Food & Beverages,2.56,9,Cash,8,23.04
11/09/24,Queens,Member,Female,Food & Beverages,2.4,7,Credit card,5,16.8
11/10/24,Queens,Non-member,Female,Electronics,80.79,1,Credit card,3,80.79
11/10/24,Queens,Non-member,Female,Food & Beverages,2.42,8,Cash,7,19.36
11/10/24,Queens,Non-member,Female,Food & Beverages,7.83,6,Ewallet,3,46.98
11/10/24,Manhattan,Member,Male,Sports & Travel,51.78,8,Credit card,3,414.24
11/10/24,Manhattan,Member,Male,Health & Beauty,27.19,2,Credit card,8,54.38
11/10/24,Brooklyn,Member,Female,Food & Beverages,8.29,6,Ewallet,3,49.74
11/10/24,Queens,Non-member,Male,Health & Beauty,17.85,1,Cash,5,17.85
11/10/24,Queens,Member,Female,Food & Beverages,10.98,7,Credit card,9,76.86
11/10/24,Brooklyn,Member,Female,Home & Lifestyle,66.12,9,Ewallet,4,595.08
11/10/24,Brooklyn,Non-member,Male,Food & Beverages,12.12,4,Ewallet,8,48.48
11/10/24,Brooklyn,Non-member,Male,Home & Lifestyle,62.21,3,Cash,3,186.63
11/10/24,Queens,Non-member,Female,Health & Beauty,29.19,3,Credit card,8,87.57
11/10/24,Queens,Member,Female,Home & Lifestyle,54.08,8,Ewallet,8,432.64
11/10/24,Queens,Member,Female,Home & Lifestyle,67.54,8,Ewallet,8,540.32
11/10/24,Manhattan,Member,Female,Food & Beverages,6.83,2,Cash,9,13.66
11/10/24,Brooklyn,Member,Male,Home & Lifestyle,55.07,6,Credit card,7,330.42
11/10/24,Queens,Non-member,Male,Food & Beverages,12.72,4,Ewallet,4,50.88
11/10/24,Manhattan,Non-member,Male,Food & Beverages,2.1,10,Ewallet,3,21
11/10/24,Brooklyn,Non-member,Female,Electronics,96.1,6,Credit card,7,576.6
11/10/24,Brooklyn,Member,Male,Food & Beverages,2.33,2,Cash,4,4.66
11/10/24,Brooklyn,Non-member,Male,Food & Beverages,6.61,6,Credit card,6,39.66
11/10/24,Queens,Member,Female,Health & Beauty,15.31,7,Ewallet,8,107.17
11/11/24,Manhattan,Non-member,Female,Sports & Travel,54.99,2,Ewallet,5,109.98
11/11/24,Queens,Member,Male,Home & Lifestyle,68.33,7,Cash,7,478.31
11/11/24,Manhattan,Non-member,Female,Food & Beverages,10.94,4,Cash,9,43.76
11/11/24,Queens,Member,Female,Health & Beauty,16.22,10,Ewallet,4,162.2
11/11/24,Queens,Non-member,Female,Fashion & Accs,6.3,5,Credit card,8,31.5
11/11/24,Manhattan,Member,Female,Sports & Travel,69.02,9,Credit card,8,621.18
11/11/24,Brooklyn,Member,Female,Electronics,93.85,3,Credit card,5,281.55
11/11/24,Manhattan,Non-member,Female,Home & Lifestyle,67.65,9,Cash,9,608.85
11/11/24,Brooklyn,Member,Female,Health & Beauty,39.71,3,Cash,6,119.13
11/11/24,Manhattan,Non-member,Male,Home & Lifestyle,61.14,2,Credit card,7,122.28
11/11/24,Manhattan,Non-member,Female,Sports & Travel,52.9,9,Credit card,5,476.1
11/11/24,Manhattan,Non-member,Female,Food & Beverages,2.26,8,Ewallet,5,18.08
11/11/24,Brooklyn,Non-member,Male,Fashion & Accs,15.86,6,Ewallet,5,95.16
11/11/24,Brooklyn,Member,Male,Food & Beverages,7.76,8,Ewallet,7,62.08
11/11/24,Manhattan,Member,Female,Food & Beverages,3.34,1,Ewallet,9,3.34
11/11/24,Queens,Non-member,Male,Food & Beverages,6.76,8,Credit card,5,54.08
11/11/24,Brooklyn,Member,Female,Fashion & Accs,23.3,5,Cash,7,116.5
11/11/24,Queens,Non-member,Female,Home & Lifestyle,52.99,4,Ewallet,8,211.96
11/11/24,Brooklyn,Non-member,Male,Electronics,97.51,6,Cash,9,585.06
11/11/24,Manhattan,Non-member,Male,Food & Beverages,12.1,10,Ewallet,6,121
11/11/24,Brooklyn,Member,Male,Fashion & Accs,14.74,1,Cash,9,14.74
11/11/24,Brooklyn,Non-member,Male,Food & Beverages,6.21,3,Credit card,8,18.63
11/11/24,Manhattan,Member,Male,Fashion & Accs,5.94,1,Ewallet,7,5.94
11/12/24,Queens,Member,Male,Food & Beverages,4.48,9,Cash,5,40.32
11/12/24,Manhattan,Non-member,Male,Food & Beverages,11.67,1,Ewallet,8,11.67
11/12/24,Brooklyn,Non-member,Female,Sports & Travel,67.8,10,Cash,8,678
11/12/24,Manhattan,Non-member,Female,Health & Beauty,18.8,2,Cash,3,37.6
11/12/24,Manhattan,Non-member,Female,Sports & Travel,51.89,1,Ewallet,9,51.89
11/12/24,Manhattan,Member,Female,Fashion & Accs,13.55,9,Ewallet,3,121.95
11/12/24,Queens,Non-member,Male,Sports & Travel,67.28,7,Cash,5,470.96
11/12/24,Brooklyn,Member,Female,Food & Beverages,9.41,6,Cash,7,56.46
11/12/24,Queens,Non-member,Female,Home & Lifestyle,40.58,10,Credit card,7,405.8
11/12/24,Brooklyn,Non-member,Male,Food & Beverages,2.41,10,Cash,6,24.1
11/12/24,Manhattan,Non-member,Female,Food & Beverages,13.35,3,Credit card,6,40.05
11/12/24,Brooklyn,Non-member,Male,Food & Beverages,6.65,7,Ewallet,8,46.55
11/12/24,Brooklyn,Non-member,Female,Health & Beauty,30.78,3,Ewallet,9,92.34
11/12/24,Manhattan,Member,Female,Food & Beverages,14.43,9,Cash,3,129.87
11/12/24,Manhattan,Non-member,Female,Fashion & Accs,20.07,2,Credit card,4,40.14
11/12/24,Manhattan,Non-member,Female,Food & Beverages,2.05,6,Ewallet,8,12.3
13/11/24,Manhattan,Member,Male,Health & Beauty,17.77,2,Ewallet,9,35.54
13/11/24,Brooklyn,Member,Male,Fashion & Accs,13.56,9,Ewallet,3,122.04
13/11/24,Brooklyn,Non-member,Male,Home & Lifestyle,48.83,9,Ewallet,6,439.47
13/11/24,Manhattan,Member,Female,Home & Lifestyle,61.09,10,Cash,3,610.9
13/11/24,Brooklyn,Member,Female,Fashion & Accs,16.95,5,Credit card,9,84.75
13/11/24,Brooklyn,Non-member,Male,Food & Beverages,11.38,6,Ewallet,9,68.28
13/11/24,Queens,Member,Male,Health & Beauty,25.64,8,Cash,6,205.12
13/11/24,Queens,Member,Female,Home & Lifestyle,52.83,8,Cash,6,422.64
13/11/24,Queens,Non-member,Female,Health & Beauty,20.52,1,Cash,9,20.52
14/11/24,Queens,Non-member,Female,Fashion & Accs,6.95,7,Credit card,8,48.65
14/11/24,Brooklyn,Non-member,Male,Health & Beauty,21.75,9,Cash,6,195.75
14/11/24,Queens,Non-member,Male,Health & Beauty,29.92,2,Cash,3,59.84
14/11/24,Manhattan,Non-member,Male,Health & Beauty,27.18,5,Credit card,6,135.9
14/11/24,Queens,Non-member,Female,Health & Beauty,30.75,8,Cash,4,246
14/11/24,Manhattan,Non-member,Female,Health & Beauty,38.08,1,Ewallet,8,38.08
14/11/24,Queens,Member,Male,Home & Lifestyle,49.26,2,Cash,3,98.52
14/11/24,Queens,Member,Female,Food & Beverages,12.05,2,Ewallet,9,24.1
14/11/24,Brooklyn,Non-member,Female,Food & Beverages,13.26,8,Ewallet,5,106.08
14/11/24,Manhattan,Non-member,Female,Electronics,85.21,4,Cash,4,340.84
14/11/24,Manhattan,Non-member,Female,Health & Beauty,38.74,8,Credit card,5,309.92
14/11/24,Manhattan,Member,Female,Home & Lifestyle,53,3,Ewallet,4,159
14/11/24,Manhattan,Member,Female,Food & Beverages,12.82,9,Credit card,3,115.38
14/11/24,Queens,Member,Female,Sports & Travel,72.6,9,Ewallet,5,653.4
14/11/24,Manhattan,Member,Female,Health & Beauty,34.87,9,Cash,4,313.83
14/11/24,Queens,Non-member,Male,Health & Beauty,25.27,2,Cash,6,50.54
14/11/24,Queens,Non-member,Male,Health & Beauty,19.81,6,Ewallet,6,118.86
14/11/24,Queens,Member,Female,Home & Lifestyle,48.11,1,Credit card,3,48.11
14/11/24,Queens,Member,Female,Sports & Travel,52.45,4,Credit card,8,209.8
14/11/24,Brooklyn,Non-member,Male,Food & Beverages,8.78,10,Credit card,7,87.8
14/11/24,Queens,Non-member,Male,Food & Beverages,7.53,4,Ewallet,4,30.12
14/11/24,Brooklyn,Non-member,Male,Health & Beauty,28.82,7,Cash,5,201.74
14/11/24,Manhattan,Non-member,Female,Fashion & Accs,16.74,2,Ewallet,6,33.48
14/11/24,Manhattan,Member,Female,Food & Beverages,4.29,4,Cash,3,17.16
14/11/24,Queens,Non-member,Female,Home & Lifestyle,48.15,9,Cash,8,433.35
15/11/24,Brooklyn,Non-member,Male,Electronics,93.73,3,Credit card,8,281.19
15/11/24,Queens,Member,Female,Sports & Travel,57.18,2,Ewallet,3,114.36
15/11/24,Brooklyn,Member,Female,Home & Lifestyle,66.27,8,Cash,4,530.16
15/11/24,Queens,Non-member,Male,Home & Lifestyle,52.86,6,Credit card,4,317.16
15/11/24,Brooklyn,Non-member,Male,Health & Beauty,37.37,7,Credit card,8,261.59
15/11/24,Queens,Non-member,Male,Home & Lifestyle,63.28,2,Ewallet,5,126.56
15/11/24,Brooklyn,Non-member,Female,Sports & Travel,55.4,10,Ewallet,9,554
15/11/24,Manhattan,Member,Male,Electronics,95.85,4,Credit card,5,383.4
15/11/24,Queens,Non-member,Female,Health & Beauty,16.23,9,Credit card,7,146.07
15/11/24,Manhattan,Non-member,Female,Food & Beverages,7.67,3,Cash,9,23.01
15/11/24,Queens,Non-member,Male,Health & Beauty,23.4,9,Credit card,6,210.6
15/11/24,Brooklyn,Non-member,Female,Food & Beverages,12.61,2,Cash,5,25.22
15/11/24,Manhattan,Non-member,Male,Home & Lifestyle,40.74,9,Ewallet,8,366.66
15/11/24,Brooklyn,Non-member,Male,Fashion & Accs,22.85,3,Cash,5,68.55
15/11/24,Queens,Non-member,Male,Sports & Travel,70.2,4,Ewallet,5,280.8
15/11/24,Queens,Member,Male,Sports & Travel,79.64,10,Ewallet,7,796.4
15/11/24,Brooklyn,Member,Female,Fashion & Accs,19.76,8,Ewallet,3,158.08
16/11/24,Manhattan,Member,Female,Food & Beverages,14.36,8,Ewallet,5,114.88
16/11/24,Queens,Member,Male,Food & Beverages,7.33,5,Ewallet,4,36.65
16/11/24,Brooklyn,Non-member,Male,Home & Lifestyle,48.96,1,Credit card,5,48.96
16/11/24,Queens,Non-member,Female,Fashion & Accs,10.08,10,Credit card,3,100.8
16/11/24,Queens,Member,Female,Home & Lifestyle,58.57,5,Credit card,9,292.85
16/11/24,Brooklyn,Member,Female,Sports & Travel,63.19,7,Credit card,4,442.33
16/11/24,Queens,Member,Male,Food & Beverages,6.62,10,Ewallet,7,66.2
16/11/24,Brooklyn,Member,Female,Food & Beverages,10.24,6,Cash,5,61.44
16/11/24,Manhattan,Non-member,Female,Home & Lifestyle,66.24,6,Ewallet,7,397.44
16/11/24,Queens,Member,Male,Fashion & Accs,14.1,5,Ewallet,8,70.5
16/11/24,Brooklyn,Non-member,Female,Fashion & Accs,22.67,1,Ewallet,6,22.67
16/11/24,Queens,Member,Female,Home & Lifestyle,51.14,8,Ewallet,4,409.12
16/11/24,Brooklyn,Member,Male,Home & Lifestyle,63.17,3,Credit card,8,189.51
16/11/24,Queens,Member,Female,Home & Lifestyle,56.34,1,Ewallet,9,56.34
16/11/24,Queens,Non-member,Female,Food & Beverages,14.48,7,Ewallet,4,101.36
16/11/24,Brooklyn,Member,Female,Home & Lifestyle,50.54,5,Credit card,7,252.7
16/11/24,Brooklyn,Member,Male,Fashion & Accs,13.31,6,Cash,3,79.86
16/11/24,Queens,Non-member,Male,Sports & Travel,69.08,3,Ewallet,3,207.24
16/11/24,Manhattan,Non-member,Female,Food & Beverages,6.33,6,Ewallet,8,37.98
16/11/24,Queens,Non-member,Male,Sports & Travel,74.18,6,Cash,7,445.08
16/11/24,Queens,Member,Male,Food & Beverages,13.31,4,Ewallet,8,53.24
16/11/24,Manhattan,Non-member,Female,Food & Beverages,11.45,6,Cash,4,68.7
17/11/24,Manhattan,Member,Male,Food & Beverages,8.29,8,Cash,3,66.32
17/11/24,Brooklyn,Non-member,Female,Food & Beverages,5.6,3,Credit card,8,16.8
17/11/24,Manhattan,Non-member,Male,Home & Lifestyle,48.68,3,Cash,4,146.04
17/11/24,Manhattan,Member,Female,Home & Lifestyle,65.95,8,Credit card,5,527.6
17/11/24,Queens,Non-member,Female,Health & Beauty,38.7,8,Credit card,5,309.6
17/11/24,Brooklyn,Non-member,Female,Food & Beverages,10.5,1,Ewallet,4,10.5
17/11/24,Manhattan,Non-member,Male,Home & Lifestyle,48.15,5,Ewallet,5,240.75
17/11/24,Brooklyn,Member,Male,Home & Lifestyle,58.93,4,Credit card,6,235.72
17/11/24,Brooklyn,Non-member,Female,Food & Beverages,8.59,3,Ewallet,8,25.77
17/11/24,Brooklyn,Non-member,Female,Fashion & Accs,19.95,1,Cash,6,19.95
18/11/24,Brooklyn,Non-member,Male,Fashion & Accs,11.37,5,Cash,3,56.85
18/11/24,Queens,Non-member,Female,Sports & Travel,72.3,9,Cash,3,650.7
18/11/24,Manhattan,Member,Male,Fashion & Accs,13.81,3,Credit card,7,41.43
18/11/24,Manhattan,Member,Male,Food & Beverages,3.39,2,Credit card,6,6.78
18/11/24,Manhattan,Member,Female,Sports & Travel,62.49,10,Ewallet,3,624.9
18/11/24,Manhattan,Non-member,Female,Health & Beauty,34.55,2,Credit card,3,69.1
18/11/24,Brooklyn,Non-member,Female,Food & Beverages,9.77,1,Cash,8,9.77
18/11/24,Queens,Non-member,Male,Health & Beauty,20.29,2,Cash,3,40.58
18/11/24,Manhattan,Non-member,Female,Sports & Travel,50.23,6,Ewallet,7,301.38
18/11/24,Queens,Member,Female,Home & Lifestyle,51.94,1,Credit card,4,51.94
18/11/24,Queens,Member,Male,Electronics,91.16,2,Credit card,6,182.32
18/11/24,Brooklyn,Member,Female,Health & Beauty,24.27,5,Credit card,7,121.35
18/11/24,Manhattan,Non-member,Female,Food & Beverages,12.54,6,Credit card,8,75.24
18/11/24,Manhattan,Member,Female,Home & Lifestyle,49.17,1,Credit card,3,49.17
18/11/24,Manhattan,Member,Female,Sports & Travel,75.63,5,Ewallet,4,378.15
18/11/24,Queens,Non-member,Female,Food & Beverages,10.61,6,Credit card,8,63.66
18/11/24,Queens,Member,Male,Health & Beauty,24.99,8,Ewallet,4,199.92
18/11/24,Manhattan,Non-member,Female,Health & Beauty,27.71,7,Ewallet,4,193.97
18/11/24,Manhattan,Non-member,Male,Food & Beverages,14.59,8,Credit card,8,116.72
18/11/24,Manhattan,Non-member,Male,Home & Lifestyle,62.19,3,Credit card,8,186.57
18/11/24,Brooklyn,Non-member,Female,Food & Beverages,13.28,7,Ewallet,6,92.96
19/11/24,Manhattan,Non-member,Male,Food & Beverages,7.82,9,Credit card,3,70.38
19/11/24,Manhattan,Member,Female,Electronics,95.49,4,Credit card,7,381.96
19/11/24,Brooklyn,Member,Female,Home & Lifestyle,61.33,10,Cash,9,613.3
19/11/24,Manhattan,Non-member,Female,Health & Beauty,33.93,8,Cash,4,271.44
19/11/24,Manhattan,Member,Female,Food & Beverages,11.25,10,Ewallet,7,112.5
19/11/24,Queens,Non-member,Male,Health & Beauty,32.66,4,Credit card,4,130.64
19/11/24,Manhattan,Non-member,Female,Fashion & Accs,15.41,5,Credit card,4,77.05
19/11/24,Manhattan,Non-member,Male,Electronics,84.38,5,Ewallet,5,421.9
19/11/24,Manhattan,Non-member,Female,Home & Lifestyle,47.31,10,Ewallet,6,473.1
19/11/24,Manhattan,Member,Female,Food & Beverages,12.66,1,Ewallet,5,12.66
19/11/24,Brooklyn,Non-member,Female,Home & Lifestyle,69.47,5,Ewallet,7,347.35
19/11/24,Brooklyn,Non-member,Female,Home & Lifestyle,46.65,4,Credit card,8,186.6
19/11/24,Manhattan,Non-member,Male,Home & Lifestyle,56.29,5,Credit card,8,281.45
19/11/24,Queens,Non-member,Female,Fashion & Accs,5.93,6,Ewallet,8,35.58
19/11/24,Queens,Non-member,Male,Health & Beauty,23.02,3,Cash,8,69.06
19/11/24,Queens,Non-member,Male,Food & Beverages,9.21,4,Ewallet,4,36.84
19/11/24,Manhattan,Non-member,Female,Fashion & Accs,11.99,3,Cash,5,35.97
19/11/24,Manhattan,Non-member,Male,Sports & Travel,57.17,7,Cash,4,400.19
19/11/24,Queens,Non-member,Male,Home & Lifestyle,59.61,2,Ewallet,5,119.22
19/11/24,Queens,Non-member,Male,Sports & Travel,79.48,3,Ewallet,3,238.44
19/11/24,Manhattan,Non-member,Male,Food & Beverages,11.6,6,Ewallet,3,69.6
19/11/24,Manhattan,Non-member,Male,Food & Beverages,9.89,10,Credit card,5,98.9
19/11/24,Queens,Member,Male,Home & Lifestyle,62.18,9,Credit card,9,559.62
19/11/24,Queens,Member,Female,Fashion & Accs,12.25,3,Credit card,7,36.75
20/11/24,Manhattan,Member,Female,Electronics,97.95,1,Credit card,9,97.95
20/11/24,Queens,Member,Male,Sports & Travel,76.4,8,Credit card,9,611.2
20/11/24,Manhattan,Non-member,Female,Food & Beverages,13.41,7,Ewallet,4,93.87
20/11/24,Brooklyn,Non-member,Female,Food & Beverages,12.65,1,Cash,5,12.65
20/11/24,Queens,Non-member,Male,Food & Beverages,13.33,10,Ewallet,7,133.3
20/11/24,Brooklyn,Non-member,Female,Food & Beverages,14.61,9,Cash,6,131.49
20/11/24,Manhattan,Non-member,Male,Sports & Travel,57.16,8,Cash,7,457.28
20/11/24,Brooklyn,Non-member,Female,Food & Beverages,7.41,4,Credit card,8,29.64
20/11/24,Manhattan,Member,Female,Home & Lifestyle,66.79,2,Ewallet,7,133.58
20/11/24,Manhattan,Non-member,Female,Home & Lifestyle,66.71,5,Credit card,3,333.55
20/11/24,Queens,Non-member,Male,Fashion & Accs,8.22,9,Credit card,8,73.98
20/11/24,Queens,Non-member,Female,Food & Beverages,4.08,10,Cash,4,40.8
20/11/24,Manhattan,Member,Female,Home & Lifestyle,58.38,4,Ewallet,3,233.52
20/11/24,Manhattan,Member,Female,Food & Beverages,5.76,6,Credit card,6,34.56
20/11/24,Queens,Member,Female,Food & Beverages,14.09,2,Ewallet,8,28.18
21/11/24,Brooklyn,Non-member,Male,Food & Beverages,3.66,1,Credit card,7,3.66
21/11/24,Queens,Non-member,Male,Health & Beauty,18.81,5,Cash,4,94.05
21/11/24,Manhattan,Non-member,Male,Food & Beverages,6.36,8,Ewallet,4,50.88
21/11/24,Manhattan,Non-member,Female,Home & Lifestyle,53.3,7,Ewallet,9,373.1
21/11/24,Brooklyn,Non-member,Male,Health & Beauty,25.21,8,Credit card,9,201.68
21/11/24,Brooklyn,Non-member,Female,Fashion & Accs,22.8,10,Cash,7,228
21/11/24,Brooklyn,Member,Female,Food & Beverages,6.2,2,Credit card,6,12.4
21/11/24,Brooklyn,Non-member,Male,Fashion & Accs,10.56,6,Ewallet,7,63.36
21/11/24,Manhattan,Non-member,Male,Health & Beauty,27.04,5,Cash,4,135.2
21/11/24,Brooklyn,Non-member,Male,Fashion & Accs,7.73,6,Ewallet,6,46.38
21/11/24,Brooklyn,Non-member,Female,Sports & Travel,66.94,4,Credit card,8,267.76
22/11/24,Brooklyn,Non-member,Female,Food & Beverages,6.33,1,Cash,4,6.33
22/11/24,Brooklyn,Non-member,Male,Food & Beverages,7.59,10,Cash,8,75.9
22/11/24,Brooklyn,Non-member,Female,Health & Beauty,29.39,8,Credit card,7,235.12
22/11/24,Brooklyn,Non-member,Female,Health & Beauty,25.34,8,Cash,3,202.72
22/11/24,Queens,Member,Female,Food & Beverages,10.96,6,Credit card,7,65.76
22/11/24,Queens,Member,Male,Electronics,90.64,2,Ewallet,7,181.28
22/11/24,Queens,Non-member,Male,Electronics,95.01,8,Ewallet,8,760.08
22/11/24,Queens,Non-member,Male,Electronics,94.39,4,Credit card,3,377.56
22/11/24,Manhattan,Non-member,Male,Home & Lifestyle,46.12,3,Credit card,6,138.36
22/11/24,Brooklyn,Non-member,Female,Fashion & Accs,17.61,3,Cash,3,52.83
22/11/24,Brooklyn,Member,Female,Health & Beauty,21.38,10,Credit card,6,213.8
22/11/24,Manhattan,Member,Female,Sports & Travel,54.96,6,Credit card,6,329.76
22/11/24,Brooklyn,Non-member,Male,Home & Lifestyle,62.77,7,Credit card,5,439.39
22/11/24,Manhattan,Non-member,Female,Fashion & Accs,9.86,3,Credit card,4,29.58
22/11/24,Manhattan,Member,Male,Food & Beverages,10.49,3,Cash,5,31.47
22/11/24,Queens,Member,Female,Health & Beauty,28.31,7,Cash,7,198.17
23/11/24,Manhattan,Non-member,Female,Health & Beauty,17.8,5,Credit card,4,89
23/11/24,Queens,Non-member,Female,Health & Beauty,28.75,6,Cash,8,172.5
23/11/24,Queens,Member,Male,Health & Beauty,33.07,6,Credit card,6,198.42
23/11/24,Manhattan,Non-member,Male,Home & Lifestyle,42.82,8,Credit card,5,342.56
23/11/24,Manhattan,Non-member,Male,Food & Beverages,4.6,8,Ewallet,6,36.8
23/11/24,Brooklyn,Non-member,Female,Home & Lifestyle,51.01,7,Cash,8,357.07
23/11/24,Manhattan,Non-member,Female,Food & Beverages,5.88,8,Credit card,8,47.04
23/11/24,Manhattan,Member,Female,Home & Lifestyle,55.31,4,Cash,5,221.24
23/11/24,Manhattan,Non-member,Male,Home & Lifestyle,48.24,9,Cash,5,434.16
23/11/24,Manhattan,Non-member,Male,Health & Beauty,17.65,1,Credit card,3,17.65
23/11/24,Manhattan,Non-member,Male,Health & Beauty,33.48,10,Ewallet,6,334.8
23/11/24,Brooklyn,Member,Male,Food & Beverages,5.6,5,Cash,9,28
23/11/24,Brooklyn,Non-member,Male,Food & Beverages,5.78,8,Ewallet,4,46.24
23/11/24,Queens,Member,Male,Health & Beauty,28.06,8,Credit card,6,224.48
23/11/24,Queens,Member,Male,Food & Beverages,11.09,7,Cash,6,77.63
24/11/24,Queens,Member,Male,Health & Beauty,35.56,4,Credit card,9,142.24
24/11/24,Queens,Member,Male,Fashion & Accs,19.35,8,Cash,3,154.8
24/11/24,Brooklyn,Non-member,Male,Food & Beverages,7.14,2,Credit card,4,14.28
24/11/24,Queens,Non-member,Male,Health & Beauty,26.87,5,Ewallet,6,134.35
24/11/24,Brooklyn,Non-member,Female,Food & Beverages,13.3,10,Ewallet,7,133
24/11/24,Manhattan,Member,Female,Home & Lifestyle,69.85,4,Ewallet,4,279.4
24/11/24,Brooklyn,Member,Female,Electronics,90.37,2,Ewallet,8,180.74
24/11/24,Brooklyn,Member,Female,Home & Lifestyle,68.5,6,Credit card,9,411
24/11/24,Brooklyn,Non-member,Male,Sports & Travel,71.65,9,Credit card,6,644.85
24/11/24,Brooklyn,Non-member,Female,Food & Beverages,9.85,1,Credit card,8,9.85
24/11/24,Brooklyn,Non-member,Female,Fashion & Accs,17.35,9,Ewallet,3,156.15
24/11/24,Queens,Non-member,Female,Home & Lifestyle,56.25,7,Credit card,3,393.75
24/11/24,Brooklyn,Non-member,Female,Fashion & Accs,12.64,4,Ewallet,3,50.56
24/11/24,Brooklyn,Non-member,Female,Food & Beverages,6.1,3,Ewallet,9,18.3
24/11/24,Manhattan,Non-member,Male,Health & Beauty,36.45,2,Ewallet,3,72.9
24/11/24,Queens,Non-member,Male,Home & Lifestyle,66.25,3,Ewallet,5,198.75
24/11/24,Queens,Non-member,Female,Sports & Travel,63.49,1,Credit card,9,63.49
24/11/24,Queens,Non-member,Female,Food & Beverages,3.88,8,Credit card,5,31.04
24/11/24,Queens,Non-member,Male,Food & Beverages,3.07,6,Credit card,6,18.42
24/11/24,Manhattan,Non-member,Male,Home & Lifestyle,42.63,3,Ewallet,8,127.89
25/11/24,Manhattan,Non-member,Female,Food & Beverages,9.05,1,Credit card,8,9.05
25/11/24,Brooklyn,Non-member,Male,Electronics,83.84,9,Cash,8,754.56
25/11/24,Queens,Non-member,Female,Food & Beverages,7.46,4,Credit card,3,29.84
25/11/24,Brooklyn,Member,Female,Food & Beverages,8.23,4,Ewallet,3,32.92
25/11/24,Brooklyn,Member,Female,Sports & Travel,70.83,6,Credit card,8,424.98
25/11/24,Manhattan,Non-member,Female,Fashion & Accs,20.91,7,Cash,8,146.37
25/11/24,Manhattan,Non-member,Male,Fashion & Accs,24.18,6,Ewallet,5,145.08
25/11/24,Manhattan,Non-member,Female,Fashion & Accs,17.35,7,Cash,3,121.45
25/11/24,Queens,Non-member,Female,Food & Beverages,12.35,8,Cash,8,98.8
25/11/24,Queens,Non-member,Female,Food & Beverages,5.46,9,Cash,9,49.14
25/11/24,Queens,Member,Female,Food & Beverages,7.78,8,Credit card,8,62.24
25/11/24,Manhattan,Non-member,Female,Home & Lifestyle,64.18,9,Credit card,5,577.62
25/11/24,Queens,Member,Male,Fashion & Accs,12.12,2,Cash,8,24.24
25/11/24,Queens,Member,Female,Food & Beverages,3.36,3,Cash,4,10.08
25/11/24,Queens,Member,Male,Food & Beverages,12.83,5,Credit card,9,64.15
25/11/24,Manhattan,Member,Male,Sports & Travel,62.86,6,Credit card,5,377.16
25/11/24,Brooklyn,Member,Female,Food & Beverages,8.95,3,Cash,5,26.85
25/11/24,Queens,Member,Female,Fashion & Accs,14.6,3,Cash,4,43.8
25/11/24,Queens,Member,Female,Health & Beauty,35.25,7,Cash,3,246.75
25/11/24,Manhattan,Non-member,Male,Food & Beverages,9.07,6,Credit card,5,54.42
25/11/24,Queens,Member,Female,Food & Beverages,8.98,1,Cash,8,8.98
25/11/24,Queens,Member,Female,Home & Lifestyle,46.1,8,Credit card,3,368.8
26/11/24,Manhattan,Non-member,Female,Home & Lifestyle,40.16,2,Credit card,9,80.32
26/11/24,Queens,Member,Male,Fashion & Accs,23.71,4,Ewallet,7,94.84
26/11/24,Brooklyn,Non-member,Female,Home & Lifestyle,65.95,4,Cash,5,263.8
26/11/24,Brooklyn,Non-member,Male,Electronics,93.98,4,Credit card,7,375.92
26/11/24,Queens,Non-member,Female,Fashion & Accs,8.56,6,Ewallet,9,51.36
26/11/24,Brooklyn,Non-member,Male,Health & Beauty,34.49,9,Credit card,3,310.41
26/11/24,Queens,Member,Female,Food & Beverages,9.7,8,Credit card,7,77.6
26/11/24,Manhattan,Non-member,Male,Electronics,85.77,4,Ewallet,4,343.08
26/11/24,Brooklyn,Non-member,Female,Home & Lifestyle,47.88,4,Cash,6,191.52
26/11/24,Brooklyn,Member,Male,Electronics,92.05,2,Ewallet,3,184.1
26/11/24,Brooklyn,Member,Female,Electronics,82.13,6,Ewallet,8,492.78
26/11/24,Brooklyn,Member,Female,Fashion & Accs,15.55,9,Ewallet,7,139.95
26/11/24,Brooklyn,Non-member,Female,Food & Beverages,14.05,5,Cash,9,70.25
